,Type,Dep,Code_dep,Code_postal,loyer,charges,Superficie,nb_piece,Garantie,Etage,Ascenseur,WC_separe,Cave,Interphone,Gardien,Digicode,Terrain_extérieur,Terrasse,Balcon,stationnement,Chauffage,Description,Departement
237,Appartement,Nîmes,30,30000,690.0,40.0,63,2,650.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Pour les Amoureux de la ville en Plein cœur de Nimes dans ancien Hôtel particulier . Bien rare entièrement réhabilité a visiter sans tarder  magnifique appartement comprenant une belle entrée avec armoire, un séjour avec une cuisine américaine aménagée et équipée( plaque, hotte), une chambre parentale avec dressing et une salle d'eau attenante, un bureau ou chambre de bébé avec accès terrasse intérieur une salle d'eau attenante  et un WC séparé.",Gard
238,Appartement en résidence sénior,Grasse,6,6130,1021.0,522.0,34,1,500.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Idéalement située sur les hauteurs de Grasse, “Les Jardins d’Arcadie” sont une résidence de services spécialement adaptée aux besoins des seniors, installée en pleine verdure, et dominant la baie de Cannes, avec une superbe vue mer, non loin des commerces et des transports en commun. Venez visiter ce très bel appartement entièrement refait à neuf avec des matériaux modernes, comprenant une cuisine entièrement équipée et aménagée ouverte sur une magnifique pièce à vivre lumineuse donnant sur un beau balcon  cet appartement est pourvu d’un dressing aménagé et d’un placard dans l’entrée  Ce logement dispose d’une cave. Les espaces collectifs situés en rez-de-chaussée, facilitent les échanges et renforcent la convivialité. La présence 24h/24h et les nombreux services à la carte apportent un confort maximal aux résidents. A VISITER SANS TARDER",Alpes-Maritimes
239,Appartement,Pouilley-les-Vignes,25,25115,705.0,25.0,72,3,680.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"Cet appartement est situé  au 2ème étage d'une copropriété calme à POUILLEY LES VIGNES comprenant un séjour, deux chambres, une salle d'eau ainsi que terrasse. Le logement dispose également d'un parking et d'un garage",Doubs
240,Appartement,Cergy,95,95800,895.0,112.0,52,3,783.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"CERGY LE HAUT - Rond Point de l'Aube - Au pied de toutes les commodités et du RER A. Dans un parfait état, ce F3 de 52 m², au 1er étage, au sein d'une résidence tranquille, vous propose une entrée avec placard, donnant sur un séjour de plus de 21 m², cuisine indépendante aménagée et équipée, une chambre avec grande armoire, un bureau, salle de bains et WC séparé. Eau chaude et chauffage en individuel électrique. Son plus incontestable : box en sous-sol.Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr/ Déposez votre dossier sur notre site, sur lequel vous y retrouverez cette annonce.",Val-d'Oise
241,Appartement,Belfort,90,90000,550.0,30.0,68,4,520.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Appartement T4 au 3ème et dernier étage sans ascenseur d'une copropriété situé Rue Scheurer Kestner a BELFORT.Le bien est composé d'une salle de douche d'une cuisine équipée, d'un salon séjour et de deux chambres.Chauffage individuel gaz",Territoire de Belfort
242,Appartement étudiant,Montpellier,34,34000,444.0,40.0,19,1,404.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"Avenue du Pioch de Boutonnet , dans une résidence de services étudiante avec laverie , gardien , salle de sport , salle de TV,  Studio situé au 2éme étage avec ascenseur composé d'une pièce à vivre avec kitchenette équipée de plaques de cuisson, frigo top, placard de rangement, salle d'eau avec wc, Place de stationnement privatif . Proche de toutes commodités : commerces et transportsDéposez votre dossier en ligne sur notre site Nexity. Nous pourrons vous proposer une visite",Hérault
243,Appartement,Brunoy,91,91800,918.0,172.0,72,4,746.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Dans résidence calme et sécurisée, appartement 4 pièces refait à neuf comprenant: une entrée avec placard, un séjour double avec rangements, une cuisine, deux chambres dont une avec placard, une salle d'eau, wc. Une cave. LOGEMENT RENOVEDes places de parking sont disponibles dans la résidence. Disponible de suite.",Essonne
244,Appartement,Le Mans,72,72000,320.0,21.0,20,1,299.0,5,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Studio situé quartier Jacobins au Mans au dernier étage de la résidence. Comprenant une entrée avec placard, une salle d'eau avec wc et une pièce de vie avec kitchenette.Logement disponible de suite, bien à visiter!",Sarthe
245,Appartement,Deuil-la-Barre,95,95170,894.0,76.0,51,3,818.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Situé à 2 pas de la Gare SNCF de Deuil La Barre Ormesson, appartement de type F3 au 4ème étage sans ascenseur comprenant: entrée, séjour, cuisine, 2 chambres, salle de bains, wc. Une cave.",Val-d'Oise
246,Appartement,Soisy-sous-Montmorency,95,95230,533.0,30.0,20,1,503.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"SOISY SOUS MONTMORENCY - Situé proche des commodités, appartement de type Studio comprenant: entrée ouvrant sur une cuisine semi meublé, pièce principale, salle d'eau avec wc.  Petite copropriété  NE TARDEZ PAS ! ! ! !",Val-d'Oise
247,Appartement,Toulouse,31,31100,682.0,111.0,63,3,571.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Henri Desbals, dans agréable résidence, appartement 3 pièces situé au 3ème étage avec ascenseur comprenant séjour, cuisine, deux chambres, salle de bains, wc, dégagement. Balcon de 8.92m² donnant sur séjour et cuisine. Le chauffage est électrique. Pas de frais d'agence. Réservé au salarié du privé.Déposez votre dossier de candidature en ligne sur notre site Nexity, vous y retrouverez cette annonce",Haute-Garonne
248,Appartement,Gretz-Armainvilliers,77,77220,1060.0,110.0,78,4,950.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Information indisponible,Pas de descriptif,Seine-et-Marne
249,Appartement,Villepinte,93,93420,705.0,80.0,38,2,625.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Dans une résidence neuve livrable fin décembre, bel appartement deux pièces divisé en séjour avec espace cuisine donnant sur une terrasse privative, une chambre, salle d'eau avec wc, chauffage et eau chaude individuels, un parking sous sol privé.Contact: mdelmazo@nexity.fr ou 0625445171.",Seine-Saint-Denis
250,Appartement étudiant,Cergy,95,95800,455.0,30.0,18,1,425.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Secteur 'Les Touleuses' - Résidence étudiante 'ESTUDIALES DE CERGY', au 3ème étage, sans ascenseur, nous vous proposons une studette de 18 m² : entrée, pièce de vie et coin cuisine aménagée (double plaques et frigo bar), salle d'eau avec WC. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr/ Déposez votre dossier sur notre site, sur lequel vous y retrouverez cette annonce.",Val-d'Oise
251,Appartement,Saint-Denis,93,93210,1090.0,87.0,62,3,1003.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Information indisponible,Information indisponible,"LA PLAINE ST DENIS - STADE DE FRANCE. Dans une résidence récente et sécurisée, avec ascenseur et espaces verts, dans un bâtiment sur cour, un 3 pièces de 62 m² comprenant : Entrée, séjour avec balcon, deux chambres avec placards, dégagement avec placards, cuisine, salle de bains, WC. Emplacement de parking en sous-sol. Très clair et calme. Tout près des accès Autoroute A1 et A86. Bus et RER. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr/ Contact : Yann ROY",Seine-Saint-Denis
252,Appartement,Lamorlaye,60,60260,1100.0,122.0,67,3,978.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"Proche de toutes commodités dans résidence très récente, appartement lumineux offrant entrée avec placard, cuisine aménagée et équipée de plaques et hotte grand séjour, 2 chambres avec placards, cuisine aménagée et équipée de plaques et hotte, salle de bains avec double vasque, wc indépendant, 2 places  de parkings en sous-sol.à voir !!!! Vous pouvez directement déposer votre en ligne sur nexity.fr",Oise
253,Appartement,Nantes,44,44300,617.0,55.0,51,2,562.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Information indisponible,Pas de descriptif,Loire-Atlantique
254,Appartement,Reims,51,51100,363.0,25.0,13,1,336.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Un appartement d'une pièce au troisième étage porte 15 d'une surface habitable de 15 3², comprenant :Une kitchenette, une pièce principale, une salle de bains avec WC.Chauffage individuel électrique.",Marne
255,Appartement,Nîmes,30,30000,508.0,30.0,40,2,478.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"CENTRE VILLE, RUE FLAMANDE dans un immeuble sécurisé et calme, venez découvrir ce joli T2 traversant de 40M2. situé au 1er étage très lumineux composé d'une cuisine séparée aménagée avec plaque et hotte, d'un grand séjour donnant sur balcon avec vue dégagée, chambre avec rangement, salle de bain refaite. Double vitrage et stores électriques Disponible de suite, à saisir !",Gard
256,Appartement,Kurtzenhouse,67,67240,880.0,80.0,84,4,800.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Information indisponible,"PROXIMITE HOERDT, PROXIMITE GRIES, PROXIMITE WEYERSHEIM, A KURTZENHOUSE, dans une impasse au calme, venez découvrir ce lumineux 4 pièces REFAIT A NEUF au 1er étage avec balcon sans vis à vis comprenant : une entrée, un grand séjour donnant accès à une cuisine équipée ouverte (évier, four, plaques, hotte et rangements) avec accès au balcon, trois belles chambres, une salle de bains double vasque et un WC séparé.Un cellier sur le même palier, un garage fermé et une place de parking privative viennent compléter cette location.",Bas-Rhin
257,Appartement,Sauxillanges,63,63490,400.0,20.0,66,2,380.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,Commune de Sauxillanges : spacieux logement T2 en centre ville disponible dès à présentChauffage individuel électrique et double vitrage,Puy-de-Dôme
258,Appartement,Porcheville,78,78440,967.0,90.0,78,4,877.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Information indisponible,Information indisponible,"Rue de la République, au 1° étage (sans ascenseur) d'une résidence récente, ce duplex se compose au niveau principal d'un séjour/cuisine aménagée ouvrant sur un beau balcon au calme, d'une chambre et de toilettes séparés. A l'étage, 2 chambres supplémentaires et une salle de bains complète le tout. 2 places de parking privatives. Chauffage et eau chaude individuel électrique. Déposez votre dossier depuis un ordinateur sur le site de Nexity pour une étude avant visite.",Yvelines
259,Appartement,Saint-Brice-sous-Forêt,95,95350,1463.0,125.0,91,4,1338.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Information indisponible,Information indisponible,"Très bel appartement de 5 pièces comprenant: entrée, séjour double, cuisine indépendante aménagée et équipée donnant sur un balcon, dégagement avec placards, 3 chambres dont 2 chambres avec placards, salle de bains, wc séparés. Un emplacement de parking extérieur privatif. A visiter sans tarder, secteur agréable et recherché.",Val-d'Oise
260,Appartement,Cugnaux,31,31270,536.0,60.0,44,2,476.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"Location réservée aux salariés du secteur privé. Pas de frais d'agence.Cugnaux, dans petite résidence récente, Appartement refait a neuf, deux pièces situé au 1er étage comprenant cuisine ouverte sur séjour, chambre avec placard, grande terrasse. Le chauffage est électrique. Un emplacement de parking extérieur. Loyer calculé en fonction des revenus.Déposez votre dossier de candidature en ligne sur notre site Nexity, vous y retrouverez cette annonce",Haute-Garonne
261,Appartement,Seysses,31,31600,577.0,41.0,49,2,536.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Information indisponible,Information indisponible,"Seysses à proximité  des commerces, agréable appartement 2 pièces situé au 1er étage comprenant une entrée, un séjour sur terrasse avec une cuisine aménagée et cellier attenant, une chambre, une salle de bains. Chauffage individuel électrique. Placard. Deux parkings extérieurs. Résidence récente.",Haute-Garonne
262,Appartement,Nîmes,30,30900,917.0,80.0,62,3,755.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"Pas de Frais d'agence Quartier Hemingway à deux pas du Jean -Jaurès .Accès autoroute rapide et proche de toutes commodités  Dans résidence  sécurisée appartement de type 3 situé au dernier étage avec ascenseur avec vue sur le parc intérieur de la résidence. Comprenant une entrée avec placard, un séjour donnant sur une belle terrasse d'environ 19,10m²  une cuisine , deux chambres avec placard, une salle de bains, un WC, séparé . Un box en sous-solLoyer conventionné soumis à conditions",Gard
263,Appartement,Toulouse,31,31200,770.0,90.0,61,3,680.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Information indisponible,"Dans une nouvelle résidence de standing, sur la route d'Albi, proche tous commerces, ce T3 lumineux au 3eme étage, comprenant une entrée avec placards, une cuisine équipée ouverte sur salon, deux chambres,  une salle de bain double-vasques, WC séparés, une grande terrasse sans vis à vis expo sud-ouest.Déposez votre dossier de candidature en ligne sur notre site Nexity, vous y retrouverez cette annonce",Haute-Garonne
264,Appartement,Blagnac,31,31700,835.0,42.0,76,3,793.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Blagnac, ce spacieux 3 pièces  de 76m²se  situe au 1er et dernier étage d'un petit collectif de 4 logements. Il est composé d'un hall d'entrée avec un placard, d'un grand séjour avec balcon, d'une cuisine séparée et équipée avec un cellier attenant, de 2 chambres, d'une salle de bains et de toilettes séparées. Il bénéficie d'un garage et d'un stationnement sur le parking de la résidence.",Haute-Garonne
265,Appartement,Issy-les-Moulineaux,92,92130,2104.0,176.0,105,4,1928.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"ISSY LES MOULINEAUX - Avenue Jean Jaurès - proche du métro Mairie d'Issy - Appartement 4 pièces au 2ème étage sans ascenseur comprenant un séjour, une cuisine séparée. A l'étage, 3 chambres, placards, deux salles de bains. Box en sous sol. Eau chaude et chauffage électriques individuels.Déposez votre dossier en ligne sur NEXITY.FR",Hauts-de-Seine
266,Appartement,Combs-la-Ville,77,77380,773.0,78.0,44,2,695.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Information indisponible,"COMBS LA VILLE, proche gare et commerces appartement 2 pièces refait à neuf comprenant : une entrée, un séjour avec balcon, un espace cuisine ouverte, une chambre avec placard et balcon. Salle de bains avec wc.Chauffage et eau chaude indiv. électriqueCet appartement dispose d'une place de parking en sous-solDisponible de suite.",Seine-et-Marne
267,Appartement,Bry-sur-Marne,94,94360,820.0,110.0,42,2,710.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Un T2 à Bry Sur Marne comprenant une entrée, salle de séjour, chambre, cuisine avec loggia, salle de bains et wcParking extérieur et cave. Chauffage et eau chaude individuel Gaz.Merci de déposer un dossier de candidature sur www.nexity.fr",Val-de-Marne
268,Appartement,Dijon,21,21000,560.0,48.0,53,2,512.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Proximité Place Darcy, quartier prisé, 9, rue Nicolas Berthot, au sein d'un bel immeuble ancien, bel  appartement situé au 1er étage avec ascenseur, comprenant : entrée, cuisine aménagée, séjour (parquet, placards), chambre, salle de bains, cave, chauffage individuel gaz. Logement à consommation énergétique excessive : F.",Côte-d'Or
269,Appartement,Dole,39,39100,1220.0,120.0,185,7,1100.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Information indisponible,"Place Grevy, au troisième étage, avec ascenseur appartement de sept piècesLe chauffage est individuel au gazAvec grenier - cave et place parking",Jura
270,Appartement,Dole,39,39100,1350.0,150.0,185,7,1200.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Place Grevy, au troisième étage, avec ascenseur appartement de sept pièces Le chauffage est individuel au gazAvec grenier - cave et place parking",Jura
271,Appartement,Scy-Chazelles,57,57160,950.0,100.0,88,3,850.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,Pas de descriptif,Moselle
272,Appartement,Nantes,44,44000,555.0,40.0,40,2,515.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,Pas de descriptif,Loire-Atlantique
273,Appartement,Gretz-Armainvilliers,77,77220,995.0,100.0,67,3,895.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Information indisponible,Information indisponible,"GRETZ ARMAINVILLIERS logement neuf. Appartement de 3 pièces au 3ème étage de 73,20 m2 composé d'une entrée, d'un séjour avec une cuisine ouverte, deux chambres, une salle de bain et un WC et un parkings en sous-sol. Afin de profiter des beaux jours ce logement dispose d'un balcon de 5.84 m2. Chauffage individuel au gaz. Petite commune verdoyante à 32 km de Melun et à 36 km de Paris desservie par le ligne E du RER à 700m (accès à Paris Gare du Nord en 44 min). Toutes les écoles, commodités, infrastructures culturelles et sportives Proximité immédiate d’un supermarché et à 5 minutes à pied du centre-ville. Si cette annonce vous intéresse, déposez votre dossier locataire en ligne sur notre site, www.nexity.fr, sur lequel vous y retrouverez cette annonce FL0755497. Vous pouvez également contacter Stéphanie au 06.59.20.68.56",Seine-et-Marne
274,Appartement,Roubaix,59,59100,567.0,60.0,35,1,507.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Roubaix Grand Place, à découvrir cet appartement de 35 m² à quelques pas de la Mairie .Il dispose d'une belle hauteur sous plafond, de grandes baies donnant sur le séjour, cuisine ouverte, double mezzanine .Déposez votre dossier locataire en ligne sur notre site www.nexity.fr,sur lequel vous y retrouverez cette annonce. L'équipe de Nexity reste à votre écoute",Nord
275,Appartement,Compiègne,60,60200,1275.0,10.0,152,7,1265.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Rue Saint Lazare, dans immeuble de caractère, jolie 7 pièces en duplex refait à neuf comprenant une vaste entrée,  une cuisine aménagé et équipée, un séjour, un salon, une chambre au rdc et une salle d'eau, des wc séparés. A l'étage 4 chambres et une salle de bains avec wc. Jardin commun et cave commune. Chauffage individuel au fuel.Service location tel 06.13.88.67.57",Oise
276,Appartement,Compiègne,60,60200,720.0,105.0,53,2,615.0,5,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Nexity Compiègne vous propose cet appartement T2 situé Rue Sœur Thérèse Massin à proximité de l'UTC, commerce, centre ville.Dans une rue calme, au dernier étage cet appartement offre une entrée , un séjour, une cuisine non équipée, une chambre, une salle de bains, des WC séparés. EAU ET CHAUUFAGE COLLECTIF COMPRIS.Une place de stationnement en sous-sol. Service location 07-63-19-75-76",Oise
277,Appartement,Margny-lès-Compiègne,60,60280,453.0,38.0,20,1,415.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"RUE LOUIS BARTHOUDans résidence calme et sécuriséeNexity Compiègne vous propose ce beau studio de 21,42 m2 comprenant: entrée, séjour lumineux avec balcon, cuisine équipée, salle d'eau avec WC, entièrement rénové.Proximité commerces - poste - lignes de bus.03.60.45.70.13// 07.63.19.75.76",Oise
278,Appartement,Mennecy,91,91540,900.0,142.0,58,3,789.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Information indisponible,Information indisponible,"Proposant les atouts de la campagne et les avantages de la ville, Mennecy saura vous offrir une vie facilitée au quotidien !Au sein d'une résidence très récente, au 2ème étage, venez découvrir cet appartement de trois pièces d'environ 60m² comprenant : une entrée, un séjour donnant sur un balcon de 7m², une cuisine ouverte aménagée et équipée (hotte et plaque de cuisson), 2 chambres, une salle de bains et wc indépendant.  Pour compléter ce logement, vous bénéficierez d'une place de parking privative. Chauffage individuel électrique (contrat à souscrire auprès du fournisseur de votre choix).Etude de dossier avant visite. Logement soumis au régime PINEL.Pour tout renseignement, contactez sans tarder Mme BIDEGAIN Laura ( L B I D E G A I N @ N E X I T Y . F R ou 06 10 49 29 73)",Essonne
279,Appartement,Agen,47,47000,380.0,40.0,26,1,340.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Hyper centre  dans un petit immeuble calme , grand studio rénové  . Beaucoup de charme et extrêmement lumineux. Coin cuisine équipée et jolie salle d'eau. Wc séparé. Climatiseur. Proche gare et commerces .",Lot-et-Garonne
280,Appartement,Ozoir-la-Ferrière,77,77330,791.0,92.0,46,2,699.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Information indisponible,"Résidence Saint-Antoine, beau cadre de vie. Neuf PINELUn appartement de 2 pièces de 46.12 m² situé au 2ème étage composé d'une entrée avec placard, un séjour avec cuisine, une chambre, une salle de bains avec WC. Afin de profiter des beaux jours, ce logement dispose d'un balcon de 5,80 m2. Chauffage & eau chaude collectif avec sous compteurs. Idéalement situé à l’est de la ville, à proximité de la gare du RER E et l’autoroute A4 et de la forêt d’Arminvilliers.Déposez votre dossier locataire en ligne sur notre site, www.nexity.fr sur  lequel vous y retrouverez cette annonce FL0754817. Vous pouvez également contacter Stéphanie au 06.59.20.68.56.",Seine-et-Marne
281,Appartement,La Tronche,38,38700,1158.0,135.0,84,4,1023.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Information indisponible,Information indisponible,"- LA TRONCHE - CHEMIN ST GERMAIN - Dans une résidence située sur les hauteurs et à proximité des commerces. Venez visiter cet agréable 4P+C en duplex de 84.19 m² situé au 2ème étage, vous disposerez d'un séjour avec une terrasse de 6.80m², 3 chambres, une cuisine aménagée, une mezzanine, une salle de bains, en dépendance vous disposez d'un garage et d'une place de parking privative. Le chauffage est individuel au gaz, (Entretien chaudière compris dans les charges). Visite virtuelle disponible sur notre site ! « Déposez votre dossier en ligne sur notre site, nous pourrons vous proposer ce bien » « Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr ».",Isère
282,Appartement,Digne-les-Bains,4,4000,440.0,0.0,45,2,440.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,Appartement deux pièces dans quartier calme - refait à neuf - cuisine aménagée comprenant plaques - four - hotte - lave-vaisselle - chauffage individuel électrique - cave.,Alpes-de-Haute-Provence
283,Appartement,Paron,89,89100,782.0,202.0,68,3,580.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Information indisponible,"Dans une résidence calme, venez visiter ce bel appartement de 68 m2 entièrement rénové. Il est composé d'une grande entrée avec placard, un cellier, d'une cuisine aménagée et équipée ouverte sur séjour et donnant sur un beau balcon. Cet appartement dispose de deux chambres dont une communiquant sur un autre balcon, un wc séparée et une salle d'eau. L'eau chaude et le chauffage sont déjà inclus dans les charges, une gestion idéal de votre budget. Un parking privatif vient compléter cette location.",Yonne
284,Appartement,Essert,90,90850,696.0,120.0,53,3,576.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"Loue à Essert  F3 de STANDING, TERRASSE et GARAGE INDIVIDUEL dans résidence BBC Rives de la coulée verte.Surface 53 m² (Carrez ) et 65 m² au solLoyer tout compris (eau chaude et froide, garage, charges d'entretien, et  chauffage au sol inclus !)Situé au 2 ème et dernier étage : CALME et LUMINEUX . Il vous séduira par ses prestations de standing : résidence entretenue, cuisine équipée ouverte sur séjour, 2  chambres lumineuses , sdb avec douche? WC suspendu, volets motorisés,  grande terrasse exposée sud-ouest vue dégagée..Le garage extérieur est sécurisé par un portail motorisé.",Territoire de Belfort
285,Appartement,Persan,95,95340,970.0,120.0,62,3,850.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"Proche de la gare et des écoles, situé au 4ème étage d'une résidence neuve, bel  appartement  de 3 pièces principales comprenant entrée, séjour avec coin cuisine, dégagement, 2 chambres, salle de bains, WC. Terrasse de 20m2, parking au sous sol.  Chauffage et eau chaude collectifs. Déposer votre dossier locataire sur notre site nexity.fr",Val-d'Oise
286,Appartement,74960,74,74960,878.0,83.0,89,4,795.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"CRAN GEVRIER - RUE DU JOURDILProche accès autoroute dans résidence récente, appartement T4 au 4ème étage avec ascenseur comprenant grand séjour avec terrasse, 3 chambres avec rangements, salle de bains, chauffage individuel gaz - Garage.ATTENTION LOYER SOUS CONDITION RESSOURCE.",Haute-Savoie
287,Appartement,Besançon,25,25000,645.0,85.0,69,3,560.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Dans immeuble de caractère, sécurisé, venez visiter ce vaste trois pièces rénové, il dispose d'une cuisine séparée, un séjour avec balconnet, une magnifique vue sur la citadelle.Le chauffage est individuel au gaz. Proche Lycée Jules Haag.",Doubs
288,Appartement,Belfort,90,90000,330.0,30.0,12,1,300.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,IDEAL ETUDIANTAppartement de 11m² situé Avenue Jean Jaurès BELFORT.Le bien se compose d'une pièce a vivre avec cuisine équipée et d'une salle de bain. Chauffage individuel électrique.,Territoire de Belfort
289,Appartement,Belfort,90,90000,376.0,30.0,25,1,0.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,IDEAL ETUDIANT. Studio de 25 m2 Avenue Jean Jaurès a BELFORT.Le bien est composé d'une pièce de vie avec cuisine équipée et d'une salle de bain. Chauffage électrique.,Territoire de Belfort
290,Appartement,Mériel,95,95630,430.0,20.0,12,1,409.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"MERIEL Situé au 1er étage dans un petit immeuble agréable, appartement de type studette offrant: entrée sur pièce principale avec coin cuisine aménagée et équipée, un coin nuit en mezzanine, salle d'eau avec wc. N'hésitez plus ! !",Val-d'Oise
291,Appartement,Thise,25,25220,680.0,230.0,70,3,450.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Appartement sur la commune de THISE, comprenant deux chambres, une salle de bain avec WCchauffage au gaz. parking collectif",Doubs
292,Appartement,Quincampoix,76,76230,537.0,10.0,41,2,527.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"QUINCAMPOIX - A proximité des commerces, appartement de 2 pièces en duplex, comprenant : une entrée avec placard, un séjour avec espace cuisine aménagée et équipée, une salle d'eau et WC indépendant  à l'étage, une chambre.Place de parking privative extérieure.Disponible dès maintenant !",Seine-Maritime
293,Appartement,Auxerre,89,89000,475.0,90.0,42,2,385.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"A 2 minutes du centre ville, dans bel immeuble rénové du 17ème siècle, appartement 2 pièces situé au 2ème étage comprenant : entrée, séjour avec coin cuisine, une chambre, salle de bain avec WC, une cave - Chauffage collectif gaz. Possibilité de louer emplacement de parking.",Yonne
